Code matériel ;N° de série ;Catégorie ;Modèle ;Marque ;Statut ;Fin de garantie ;Localisation (dernier niveau) ;Entité (dernier niveau) ;Date inventaire ;Date d'installation ;Localisation (complet) ;Entité (complet) 
201758;FOC1617Y4V9 ;Switch ;2960 S ;CISCO ;En service ;;A.B KHALED ;AG_B.KHALLED ;;;A.T.B/*CAP BON/A.B KHALED ;AG/Z.CAP BON/AG_B.KHALLED 
201759;FOC1617Y4VG ;Switch ;2960 S ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201760;FOC1617Y4VT ;Switch ;2960 S ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201761;FOC1617Y4VY ;Switch ;2960 S ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201762;FOC1617Y4W2 ;Switch ;2960 S ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201763;FOC1617Y4W4 ;Switch ;2960 S ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201764;FOC1617Y532 ;Switch ;2960 S ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201765;FOC1617Y536 ;Switch ;2960 S ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201766;FOC1617Y531 ;Switch ;2960 S ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201767;FCZ161870FQ ;Routeur ;2911;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201771;FCZ161870FP ;Routeur ;2911;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201785;E66605J0J756497 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201787;99LAV44 ;Serveur ;8841;IBM ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201788;27547661;Ordinateurs portable ;"SONY 13,3 """;SONY ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201860;13-44550300 ;DAB ;DAB EXTERNE ;NCR ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201861;YL4Q184963 ;Ordinateurs de bureau ;ESPRIMO P2560 ;SIEMENS ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201863;J0J756753 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201865;DG472634 ;Scanner Document ;DR 2580C ;CANON ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201866;YL4Q184970 ;Ordinateurs de bureau ;ESPRIMO P2560 ;SIEMENS ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201869;YL6T026469 ;Serveur ;PY300X ;SIEMENS ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201870;KDHACFK ;Serveur ;X3650 ;IBM ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201871;FOC1512X2E3 ;Switch ;2960 S ;CISCO ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201873;1339313;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201874;YL4Q052474 ;Ordinateurs de bureau ;ESPRIMO P2560 ;SIEMENS ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201876;J0J756579 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201877;YL4Q185030 ;Ordinateurs de bureau ;ESPRIMO P2560 ;SIEMENS ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201878;1339500;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;A.A SAVARY ;AG_A.SAVARY ;;;A.T.B/*T.NORD/A.A SAVARY ;AG/Z.T.NORD/AG_A.SAVARY 
201919;YENB315742 ;Ecran ;"17 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201920;YK3F036486 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201922;DG411883 ;Scanner Document ;DR 2080 ;CANON ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
201948;E66605J0J756601 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201981;E66605H0J727581 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
201985;TRF23402JZ ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
201987;TRF23402J4 ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
201989;TRF23402CV ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
201993;TRF23402H5 ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
202000;FCZ144271K5 ;Routeur ;2900 Series ;CISCO ;En service ;;A.AJIM ;AG_AJIM ;;;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
202020;YV1F218942 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.QUALITE ;;;A.T.B/LOC2(SNDP)/ETAGE 4 ;DIR/D.C.QUALITE 
202048;PSVAPE10061210AE409200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;A.AJIM ;AG_AJIM ;;;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
202075;Z5R9BAGB900012B ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202085;144051649201;Ordinateurs de bureau ;Veriton 2610G ;ACER ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
202106;Q663125089 ;Imprimante Laser ;FS-1370DN ;KYOCERA   ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
202116;52217399;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
202119;GVTXZ1J ;Ordinateurs de bureau ;OPTIPLEX GX620 ;DELL ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202125;ETLRK0D0211210D546852A ;Ecran ;"21  """;ACER ;En service ;;A.AJIM ;AG_AJIM ;;24/11/2015;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
202127;J0J756784 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 4 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 4 ;DIR/D.C.COORP 
202132;YL7P055877 ;Ordinateurs de bureau ;ESPRIMO P3521 ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202141;YLCN152439 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 3 ;D.C.INSP & AUD ;;;A.T.B/LOC2(SNDP)/ETAGE 3 ;DIR/D.C.INSP & AUD 
202142;1306093;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202151;YV1F219021 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.QUALITE ;;;A.T.B/LOC2(SNDP)/ETAGE 4 ;DIR/D.C.QUALITE 
202168;J0J756599 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 2 ;D.C.RETAIL ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.RETAIL 
202171;839W1J ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.RETAIL ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.RETAIL 
202174;CV411873 ;Scanner Document ;DR 2080 ;CANON ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202193;44050BB9201 ;Ordinateurs de bureau ;Veriton 2610G ;ACER ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
202195;YE7M017989 ;Ecran ;"17 """;SIEMENS ;En service ;;A.BAB SOUIKA ;AG_BAB SOUIKA ;;;A.T.B/*T.CENTRE/A.BAB SOUIKA ;AG/Z.T.CENTRE/AG_BAB SOUIKA 
202223;PSVAPE10061210ADFA9200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;A.AJIM ;AG_AJIM ;;;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
202230;RHS-S81-02296 ;Imprimante de Validation ;SP 40+ ;COMPUPRINT ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202234;4528581;Imprimante de Validation ;PR2E ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202236;FOC1146W160 ;Switch ;2960;CISCO ;En service ;;A.AJIM ;AG_AJIM ;;;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
202257;52217373;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202276;ETLRK0D0211210D595852A ;Ecran ;"21  """;ACER ;En service ;;A.AJIM ;AG_AJIM ;;24/11/2015;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
202283;13-44555637 ;DAB ;DAB EXTERNE ;NCR ;En service ;;A.AJIM ;AG_AJIM ;;;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
202292;FCZ144271J4 ;Routeur ;2900 Series ;CISCO ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202300;1WDS ;Ecran ;"17 """;SIEMENS ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202309;Z5R9BAGB900026K ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202314;900053N ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 5 ;D.C.TRESORIE ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.TRESORIE 
202321;YV5S007313 ;Ecran ;E20T-6 LED ;FUJUTSU ;En service ;;A.B KHALED ;AG_B.KHALLED ;;;A.T.B/*CAP BON/A.B KHALED ;AG/Z.CAP BON/AG_B.KHALLED 
202336;Z5R9BAGB900046M ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202339;1WNP45J ;Serveur ;PE/R710 ;DELL ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;08/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202347;YENB125270 ;Ecran ;"17 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202351;FOC1709Z4PE ;Switch ;2960S-24PS-L ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202355;YLCM318541 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
202359;21FP449172 ;Scanner Document ;DR-C125 ;CANON ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
202362;442083738540;Ecran ;"21.5 LED """;ACER ;En service ;;ETAGE 4 ;D.C.QUALITE ;;;A.T.B/LOC2(SNDP)/ETAGE 4 ;DIR/D.C.QUALITE 
202371;SFOC1441Z3A5 ;Switch ;2960 S ;CISCO ;En service ;;A.S.EDDEYER ;AG_S.EDDEYER ;;;A.T.B/*SFAX/A.S.EDDEYER ;AG/Z.SFAX/AG_S.EDDEYER 
202372;1339574;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202373;RHS-S81-02289 ;Imprimante de Validation ;SP 40+ ;COMPUPRINT ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202376;99LAV58 ;Serveur ;8841;IBM ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202398;CN-OTTMDG-74261-1BA-1V2U ;Ecran ;P2412H ;DELL ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202427;YV1F219032 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202428;YV3H001125 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.CONT FIN 
202429;H366224107 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 2 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 2 ;DIR/D.C.OPERATIONS 
202437;ETLRK0D0211210D561852A ;Ecran ;"21  """;ACER ;En service ;;A.AJIM ;AG_AJIM ;;24/11/2015;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
202444;E66605J0J756743 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202452;800051E ;Imprimante Laser ;ML-3561ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202469;1G1M45J ;Serveur ;PE/R710 ;DELL ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202492;52217375;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
202493;DG475776 ;Scanner Document ;DR 2580C ;CANON ;En service ;;A.AJIM ;AG_AJIM ;;;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
202497;ETLRK0D0211210D583852A ;Ecran ;"21  """;ACER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;11/11/2015;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202500;PSVAPE10061210AE079200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;A.AJIM ;AG_AJIM ;;;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
202508;FOC1709Z4U0 ;Switch ;2960S-24PS-L ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202513;G5S1 ;Station d'acceuil ;LATITUDE ;DELL ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202520;1339600;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202522;1LGS ;Ecran ;"17 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202526;V4S1 ;Station d'acceuil ;LATITUDE ;DELL ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202544;YV1F219026 ;Ecran ;"20 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202558;5WNP45J ;Serveur ;PE/R710 ;DELL ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;01/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202572;YLCN318543 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
202576;TRF23402DB ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
202589;Z5R9BADB800103A ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;A.B KHALED ;AG_B.KHALLED ;;;A.T.B/*CAP BON/A.B KHALED ;AG/Z.CAP BON/AG_B.KHALLED 
202593;47047812400;Ecran ;"21.5 LED """;ACER ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
202606;YK3F036493 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202629;52217425;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202633;RHS-S81-02482 ;Imprimante de Validation ;SP 40+ ;COMPUPRINT ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202639;YV5R016398 ;Ecran ;E20T-6 LED   ;FUJUTSU ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
202649;J0J756714 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 2 ;D.C.RETAIL ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.RETAIL 
202657;YKRG032554 ;Ordinateurs de bureau ;ESPRIMO P3520 ;SIEMENS ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202666;YENA506084 ;Ecran ;"19 """;SIEMENS ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202669;YV3N056182 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202670;YV1F218906 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202671;YKRG032580 ;Ordinateurs de bureau ;ESPRIMO P3520 ;SIEMENS ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202683;52217460;Scanner Document ;ScanMate i940 ;KODAK ;En service ;;ETAGE 2 ;D.C.CONT FIN ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.CONT FIN 
202690;DVNP45J ;Serveur ;PE/R710 ;DELL ;En service ;;A.ARIANA ;AG_ARIANA ;;24/11/2015;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
202691;YL7P055942 ;Ordinateurs de bureau ;ESPRIMO P3521 ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202703;J0J756687 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 4 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.CONT FIN 
202704;YV1F219803 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
202705;YV1F219017 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
202708;J0J756562 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
202718;08-38527760 ;DAB ;DAB EXTERNE ;NCR ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202719;CNC21QQT3 ;Ecran ;HP 20 LED ;HP ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202720;DG472631 ;Scanner Document ;DR 2580C ;CANON ;En service ;;ETAGE 3 ;D.C.INSP & AUD ;;;A.T.B/LOC2(SNDP)/ETAGE 3 ;DIR/D.C.INSP & AUD 
202724;52217365;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
202725;CNC21QSCJ ;Ecran ;HP 20 LED ;HP ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
202737;6RC6F1134044 ;Imprimante Ligne ;500LPM ;PRINTRONIX ;En service ;;A.AJIM ;AG_AJIM ;;;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
