Code matériel ;N° de série ;Catégorie ;Modèle ;Marque ;Statut ;Fin de garantie ;Localisation (dernier niveau) ;Entité (dernier niveau) ;Date inventaire ;Date d'installation ;Localisation (complet) ;Entité (complet) 
100696;G9J319675 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100697;G9J319669 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100699;G9J319630 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100700;G9J319629 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100701;G9J319626 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100703;G9J319617 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100705;G9J319614 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100706;G9J319613 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100708;G9J319604 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100710;H9J349386 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100712;H9J349389 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100713;H9J349391 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100714;H9J349396 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100715;H9J349397 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100716;H9J349402 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100721;G9J324941 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100722;G9J324938 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100723;G9J324936 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100724;G9J324935 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100727;G9J324932 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100732;G9J324905 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100733;G9J324902 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100734;G9J324901 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100735;G9J324900 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100736;G9J324899 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100738;G9J324881 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100740;G9J319566 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100743;G9J319594 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100744;G9J319596 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100748;G9J319602 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100749;G9J319603 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100750;H9J349604 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100751;H9J349544 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100753;H9J349542 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100755;H9J349525 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100756;H9J349511 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100757;52217435;Scanner Document ;ScanMate i940 ;KODAK ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
100758;H9J349506 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100759;52217363;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
100759;52217363;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
100760;H9J349504 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100761;H9J349498 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100762;H9J349492 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100764;H9J349489 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100766;H9J349664 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100769;YK3N056200 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100783;F041A ;Serveur ;P610 ;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100786;500096;Switch KVM ;4POTRS ;LEVEL ONE ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100789;65-F03DA ;Serveur ;P610 ;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100790;65F040A ;Serveur ;P610 ;IBM ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100791;44-159FB ;Serveur ;7044;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100792;9H1201220 ;Unite de Sauvegarde ;96-5334-01 ;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100794;500048;Switch KVM ;4POTRS ;LEVEL ONE ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100795;500051;Switch KVM ;4POTRS ;LEVEL ONE ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100796;550350P ;Serveur ;8671;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100797;550351B ;Serveur ;8671;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100798;550356C ;Serveur ;8671;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100799;550351Z ;Serveur ;8671;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100801;GB8519A0FJ ;Serveur ;Proliant ML370 ;HP ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100802;99LAV75 ;Serveur ;8841;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100812;YKQB112449 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
100832;7009064;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100844;800069M ;Imprimante Laser ;ML-3561ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100845;H36G224080 ;Imprimante Ligne ;6306;TALLY ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100848;YK3N056189 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100849;656786A ;Serveur ;xSeries 335 ;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100850;13-53792 ;Unite de Sauvegarde ;MAGSTAR 3570 ;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100852;7316TF3106550B ;Console HMC ;80P3750 ;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100853;78E4215 ;LTO ;L4U ;IBM ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100854;500130;Switch KVM ;4POTRS ;LEVEL ONE ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100855;500129;Switch KVM ;4POTRS ;LEVEL ONE ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100856;1013E3G ;Serveur ;P5 52A ;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100857;99LAV77 ;Serveur ;8841;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100858;65F03AA ;Serveur ;7028;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100859;65F08CA ;Serveur ;7028;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100860;65F043A ;Serveur ;7028;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100861;65F042A ;Serveur ;7028;IBM ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100864;CND5081317 ;Ordinateurs portable ;Compaq nx 7010 ;HP ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
100866;D9J222845 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 3 ;D.C.INSP & AUD ;;;A.T.B/LOC2(SNDP)/ETAGE 3 ;DIR/D.C.INSP & AUD 
100867;D9J222870 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
100868;D9J222899 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
100869;D9J222901 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100889;800079R ;Imprimante Laser ;ML-3561ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100890;92912279;Imprimante Matricielle ;2280+ ;TALLY ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100915;FAB0321T0ZW ;Switch ;1900;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100916;1C0G50012 ;Onduleur ;- ;MGE ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100917;1CJI52089 ;Onduleur ;- ;MGE ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100922;1118070;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100926;800293H ;Imprimante Laser ;ML-4050N ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100933;13-41369930 ;DAB ;DAB EXTERNE ;NCR ;En service ;;A.BAB SOUIKA ;AG_BAB SOUIKA ;;;A.T.B/*T.CENTRE/A.BAB SOUIKA ;AG/Z.T.CENTRE/AG_BAB SOUIKA 
100935;8000162;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;A.BAB SOUIKA ;AG_BAB SOUIKA ;;;A.T.B/*T.CENTRE/A.BAB SOUIKA ;AG/Z.T.CENTRE/AG_BAB SOUIKA 
100940;01RA310 ;Imprimante Ligne ;6400;IBM ;En service ;;A.BAB SOUIKA ;AG_BAB SOUIKA ;;;A.T.B/*T.CENTRE/A.BAB SOUIKA ;AG/Z.T.CENTRE/AG_BAB SOUIKA 
100942;DG424341 ;Scanner Document ;DR 2580C ;CANON ;En service ;;A.BAB SOUIKA ;AG_BAB SOUIKA ;;;A.T.B/*T.CENTRE/A.BAB SOUIKA ;AG/Z.T.CENTRE/AG_BAB SOUIKA 
100945;8041500041;Switch KVM ;4POTRS ;LEVEL ONE ;En service ;;A.BAB SOUIKA ;AG_BAB SOUIKA ;;;A.T.B/*T.CENTRE/A.BAB SOUIKA ;AG/Z.T.CENTRE/AG_BAB SOUIKA 
100953;1028214;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
100981;500093;Switch KVM ;4POTRS ;LEVEL ONE ;En service ;;ETAGE 3 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 3 ;DIR/D.C.SYS.INFOR 
101002;1KPYD2J ;Ordinateurs de bureau ;OPTIPLEX GX620 ;DELL ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101003;52217422;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101010;6NPYD2J ;Ordinateurs de bureau ;OPTIPLEX GX620 ;DELL ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101015;YBBG122889 ;Ordinateurs de bureau ;ESPRIMO P ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101016;1C0H24010 ;Onduleur ;- ;MGE ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101020;YEPH019157 ;Ecran ;"17 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101021;H36G224084 ;Imprimante Ligne ;6306;TALLY ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101024;800278A ;Imprimante Laser ;ML-3561ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101025;YBTM373136 ;Ordinateurs de bureau ;SCENIC T ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101027;CV414719 ;Scanner Document ;DR 2080 ;CANON ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101028;YBTM373159 ;Ordinateurs de bureau ;SCENIC T ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101029;4528509;Imprimante de Validation ;PR2E ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101031;YK3F036502 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101032;24P4261 ;Ecran ;"15 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101033;YK3F036512 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101035;YBTM791681 ;Ordinateurs de bureau ;SCENIC T ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101036;1028211;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101038;1488;Scanner Cheque ;LS510 ;CTS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101039;YEKU052581 ;Ecran ;"15 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101060;66-C4088 ;Ecran ;"17   """;SIEMENS ;En service ;;ETAGE 6 ;D.C.CONT FIN ;;;A.T.B/LOC1(SIEGE)/ETAGE 6 ;DIR/D.C.CONT FIN 
101070;800270W ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
101131;ES96T1404V ;Imprimante Jet encre ;DESKJET990CXI ;HP ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
101134;DG469013 ;Scanner Document ;DR 2580C ;CANON ;En service ;;ETAGE 5 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 5 ;DIR/D.C.OPERATIONS 
101241;CV411237 ;Scanner Document ;DR 2080 ;CANON ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
101270;92912281;Imprimante Matricielle ;2280+ ;TALLY ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101318;YK3N056143 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
101335;1118048;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
